txn_id,account_id,posted_date,amount,merchant,mcc,category_lvl1,category_lvl2
T41932,990450635249,2025-07-22,-30.88,Grocer,GRS,Food,Groceries
T37449,562619261769,2025-07-21,-15.64,Restaurant,DIN,Food,Dining
T46877,562619261769,2025-07-15,-43.8,Restaurant,DIN,Food,Dining
T04048,990450635249,2025-07-17,-20.39,Restaurant,DIN,Food,Dining
T32376,562619261769,2025-07-22,-48.77,Restaurant,DIN,Food,Dining
T83670,990450635249,2025-07-05,-56.61,Restaurant,DIN,Food,Dining
T51851,990450635249,2025-07-11,-178.39,Pepco,UTL,Utilities,Pepco
T32467,271961935591,2025-07-17,-103.83,Verizon,UTL,Utilities,Verizon
T25252,271961935591,2025-08-15,2016.22,Employer,PAY,Income,Salary
T64084,562619261769,2025-08-29,2500.62,Employer,PAY,Income,Salary
T46020,562619261769,2025-08-02,-2124.0,LandlordRent,HOU,Housing,Rent
T05345,271961935591,2025-08-08,-98.03,Grocer,GRS,Food,Groceries
T10173,990450635249,2025-08-09,-74.35,Grocer,GRS,Food,Groceries
T29319,562619261769,2025-08-19,-91.16,Grocer,GRS,Food,Groceries
T83147,271961935591,2025-08-15,-73.13,Grocer,GRS,Food,Groceries
T63572,562619261769,2025-08-17,-38.41,Grocer,GRS,Food,Groceries
T06162,990450635249,2025-08-03,-60.14,Grocer,GRS,Food,Groceries
T12032,271961935591,2025-08-06,-99.04,Grocer,GRS,Food,Groceries
T51169,562619261769,2025-08-06,-81.74,Grocer,GRS,Food,Groceries
T64225,562619261769,2025-08-03,-30.93,Restaurant,DIN,Food,Dining
T08110,271961935591,2025-08-13,-30.2,Restaurant,DIN,Food,Dining
T48259,990450635249,2025-08-21,-22.57,Restaurant,DIN,Food,Dining
T11374,271961935591,2025-08-11,-79.82,Pepco,UTL,Utilities,Pepco
T35276,562619261769,2025-08-06,-141.05,Verizon,UTL,Utilities,Verizon
T42967,990450635249,2025-09-15,2685.48,Employer,PAY,Income,Salary
T69951,271961935591,2025-09-29,2309.04,Employer,PAY,Income,Salary
T22220,562619261769,2025-09-02,-2307.0,LandlordRent,HOU,Housing,Rent
T99267,271961935591,2025-09-25,-50.71,Grocer,GRS,Food,Groceries
T04295,990450635249,2025-09-16,-113.78,Grocer,GRS,Food,Groceries
T16739,562619261769,2025-09-07,-45.75,Grocer,GRS,Food,Groceries
T81627,271961935591,2025-09-24,-21.83,Grocer,GRS,Food,Groceries
T61422,990450635249,2025-09-08,-66.75,Grocer,GRS,Food,Groceries
T10033,562619261769,2025-09-24,-81.42,Grocer,GRS,Food,Groceries
T49653,562619261769,2025-09-10,-79.49,Grocer,GRS,Food,Groceries
T56006,271961935591,2025-09-06,-27.02,Grocer,GRS,Food,Groceries
T61353,271961935591,2025-09-26,-49.37,Grocer,GRS,Food,Groceries
T20357,990450635249,2025-09-25,-27.99,Restaurant,DIN,Food,Dining
T24556,271961935591,2025-09-13,-28.71,Restaurant,DIN,Food,Dining
T72360,271961935591,2025-09-13,-54.12,Restaurant,DIN,Food,Dining
T43737,562619261769,2025-09-17,-24.89,Restaurant,DIN,Food,Dining
T11263,271961935591,2025-09-03,-19.7,Restaurant,DIN,Food,Dining
T82652,271961935591,2025-09-18,-143.62,Pepco,UTL,Utilities,Pepco
T00873,271961935591,2025-09-06,-68.85,Verizon,UTL,Utilities,Verizon
T38875,990450635249,2025-10-15,2628.45,Employer,PAY,Income,Salary
T68146,562619261769,2025-10-29,2072.03,Employer,PAY,Income,Salary
T01741,271961935591,2025-10-02,-1922.0,LandlordRent,HOU,Housing,Rent
T03300,271961935591,2025-10-21,-53.41,Grocer,GRS,Food,Groceries
T10592,990450635249,2025-10-05,-28.65,Grocer,GRS,Food,Groceries
T91305,990450635249,2025-10-20,-96.36,Grocer,GRS,Food,Groceries
T44149,271961935591,2025-10-17,-26.9,Grocer,GRS,Food,Groceries
T83181,271961935591,2025-10-18,-34.2,Grocer,GRS,Food,Groceries
T72428,990450635249,2025-10-24,-96.3,Grocer,GRS,Food,Groceries
T94700,990450635249,2025-10-19,-57.11,Grocer,GRS,Food,Groceries
T52628,271961935591,2025-10-18,-44.41,Restaurant,DIN,Food,Dining
T09143,990450635249,2025-10-22,-54.15,Restaurant,DIN,Food,Dining
T46033,990450635249,2025-10-27,-16.38,Restaurant,DIN,Food,Dining
T49507,562619261769,2025-10-17,-152.34,Pepco,UTL,Utilities,Pepco
T03774,271961935591,2025-10-14,-158.82,Verizon,UTL,Utilities,Verizon
T54927,208213679839,2024-11-15,2542.38,Employer,PAY,Income,Salary
T13772,746254453290,2024-11-29,2446.67,Employer,PAY,Income,Salary
T81860,208213679839,2024-11-02,-2738.0,LandlordRent,HOU,Housing,Rent
T07317,208213679839,2024-11-04,-41.7,Grocer,GRS,Food,Groceries
T65367,746254453290,2024-11-23,-118.38,Grocer,GRS,Food,Groceries
T52464,746254453290,2024-11-05,-43.36,Grocer,GRS,Food,Groceries
T81089,208213679839,2024-11-21,-33.9,Grocer,GRS,Food,Groceries
T92695,746254453290,2024-11-17,-62.91,Grocer,GRS,Food,Groceries
T01176,208213679839,2024-11-12,-98.37,Grocer,GRS,Food,Groceries
T17425,208213679839,2024-11-21,-26.12,Grocer,GRS,Food,Groceries
T77443,769369632372,2024-11-04,-17.59,Restaurant,DIN,Food,Dining
T76660,208213679839,2024-11-21,-45.48,Restaurant,DIN,Food,Dining
T07961,769369632372,2024-11-11,-35.06,Restaurant,DIN,Food,Dining
T39212,769369632372,2024-11-26,-49.27,Restaurant,DIN,Food,Dining
T98382,746254453290,2024-11-24,-53.16,Restaurant,DIN,Food,Dining
T95329,208213679839,2024-11-09,-14.88,Restaurant,DIN,Food,Dining
T95741,208213679839,2024-11-15,-36.23,Restaurant,DIN,Food,Dining
T47825,208213679839,2024-11-20,-120.89,Pepco,UTL,Utilities,Pepco
T92202,769369632372,2024-11-17,-103.11,Verizon,UTL,Utilities,Verizon
T88193,208213679839,2024-12-15,2601.82,Employer,PAY,Income,Salary
T50415,746254453290,2024-12-29,2011.32,Employer,PAY,Income,Salary
T14780,746254453290,2024-12-02,-2730.0,LandlordRent,HOU,Housing,Rent
T26778,208213679839,2024-12-23,-65.56,Grocer,GRS,Food,Groceries
T34970,769369632372,2024-12-05,-58.96,Grocer,GRS,Food,Groceries
T14991,746254453290,2024-12-21,-53.38,Grocer,GRS,Food,Groceries
T66327,208213679839,2024-12-19,-21.74,Grocer,GRS,Food,Groceries
T39543,769369632372,2024-12-09,-113.57,Grocer,GRS,Food,Groceries
T38583,746254453290,2024-12-20,-85.26,Grocer,GRS,Food,Groceries
T39954,746254453290,2024-12-03,-118.51,Grocer,GRS,Food,Groceries
T16907,208213679839,2024-12-21,-12.76,Restaurant,DIN,Food,Dining
T89760,208213679839,2024-12-14,-57.24,Restaurant,DIN,Food,Dining
T21573,208213679839,2024-12-10,-34.56,Restaurant,DIN,Food,Dining
T59271,746254453290,2024-12-19,-25.1,Restaurant,DIN,Food,Dining
T18482,208213679839,2024-12-18,-35.85,Restaurant,DIN,Food,Dining
T87532,769369632372,2024-12-12,-16.02,Restaurant,DIN,Food,Dining
T67008,769369632372,2024-12-12,-125.09,Pepco,UTL,Utilities,Pepco
T09020,746254453290,2024-12-18,-65.33,Verizon,UTL,Utilities,Verizon
T50897,769369632372,2025-01-15,2115.82,Employer,PAY,Income,Salary
T42140,769369632372,2025-01-29,2826.65,Employer,PAY,Income,Salary
T69231,208213679839,2025-01-02,-2305.0,LandlordRent,HOU,Housing,Rent
T79896,746254453290,2025-01-05,-31.44,Grocer,GRS,Food,Groceries
T67211,769369632372,2025-01-06,-61.33,Grocer,GRS,Food,Groceries
T36775,746254453290,2025-01-11,-40.31,Grocer,GRS,Food,Groceries
T31199,208213679839,2025-01-19,-84.71,Grocer,GRS,Food,Groceries
T10984,208213679839,2025-01-24,-70.53,Grocer,GRS,Food,Groceries
T90681,746254453290,2025-01-09,-102.67,Grocer,GRS,Food,Groceries
T21254,208213679839,2025-01-05,-34.48,Grocer,GRS,Food,Groceries
T49992,208213679839,2025-01-13,-62.77,Grocer,GRS,Food,Groceries
T79865,769369632372,2025-01-18,-25.4,Restaurant,DIN,Food,Dining
T47118,746254453290,2025-01-22,-51.86,Restaurant,DIN,Food,Dining
T86026,769369632372,2025-01-03,-14.85,Restaurant,DIN,Food,Dining
T71477,746254453290,2025-01-11,-17.14,Restaurant,DIN,Food,Dining
T06315,208213679839,2025-01-06,-34.66,Restaurant,DIN,Food,Dining
T00468,746254453290,2025-01-10,-37.19,Restaurant,DIN,Food,Dining
T61118,746254453290,2025-01-14,-49.4,Restaurant,DIN,Food,Dining
T75104,769369632372,2025-01-14,-90.08,Pepco,UTL,Utilities,Pepco
T13789,746254453290,2025-01-06,-100.94,Verizon,UTL,Utilities,Verizon
T44259,769369632372,2025-02-15,2597.71,Employer,PAY,Income,Salary
T55945,208213679839,2025-03-01,2826.37,Employer,PAY,Income,Salary
T24886,769369632372,2025-02-02,-2556.0,LandlordRent,HOU,Housing,Rent
T09419,208213679839,2025-02-10,-73.86,Grocer,GRS,Food,Groceries
T32239,769369632372,2025-02-23,-80.33,Grocer,GRS,Food,Groceries
T97409,746254453290,2025-02-03,-77.81,Grocer,GRS,Food,Groceries
T85148,208213679839,2025-02-14,-80.53,Grocer,GRS,Food,Groceries
T74350,769369632372,2025-02-09,-67.15,Grocer,GRS,Food,Groceries
T83958,746254453290,2025-02-12,-21.24,Restaurant,DIN,Food,Dining
T72372,208213679839,2025-02-03,-29.05,Restaurant,DIN,Food,Dining
T81505,769369632372,2025-02-05,-36.42,Restaurant,DIN,Food,Dining
T97417,769369632372,2025-02-16,-88.24,Pepco,UTL,Utilities,Pepco
T67655,208213679839,2025-02-08,-87.06,Verizon,UTL,Utilities,Verizon
T35516,746254453290,2025-03-15,2573.32,Employer,PAY,Income,Salary
T53590,208213679839,2025-03-29,2846.31,Employer,PAY,Income,Salary
T15262,746254453290,2025-03-02,-1915.0,LandlordRent,HOU,Housing,Rent
T33472,746254453290,2025-03-17,-63.48,Grocer,GRS,Food,Groceries
T25564,769369632372,2025-03-21,-97.04,Grocer,GRS,Food,Groceries
T28833,769369632372,2025-03-18,-26.69,Grocer,GRS,Food,Groceries
T44046,208213679839,2025-03-20,-98.9,Grocer,GRS,Food,Groceries
T58873,746254453290,2025-03-27,-72.5,Grocer,GRS,Food,Groceries
T58558,208213679839,2025-03-04,-32.87,Grocer,GRS,Food,Groceries
T36522,769369632372,2025-03-24,-50.8,Restaurant,DIN,Food,Dining
T74315,746254453290,2025-03-06,-19.14,Restaurant,DIN,Food,Dining
T87543,208213679839,2025-03-09,-13.91,Restaurant,DIN,Food,Dining
T88560,746254453290,2025-03-20,-19.16,Restaurant,DIN,Food,Dining
T44012,769369632372,2025-03-10,-12.94,Restaurant,DIN,Food,Dining
T94079,769369632372,2025-03-17,-21.08,Restaurant,DIN,Food,Dining
T45788,208213679839,2025-03-09,-149.03,Pepco,UTL,Utilities,Pepco
T39179,769369632372,2025-03-15,-121.52,Verizon,UTL,Utilities,Verizon
T33457,746254453290,2025-04-15,2570.11,Employer,PAY,Income,Salary
T03018,769369632372,2025-04-29,2217.0,Employer,PAY,Income,Salary
T63042,769369632372,2025-04-02,-2307.0,LandlordRent,HOU,Housing,Rent
T79018,208213679839,2025-04-03,-109.99,Grocer,GRS,Food,Groceries
T23697,769369632372,2025-04-04,-73.36,Grocer,GRS,Food,Groceries
T22118,746254453290,2025-04-26,-33.46,Grocer,GRS,Food,Groceries
T17744,746254453290,2025-04-22,-96.82,Grocer,GRS,Food,Groceries
T96716,208213679839,2025-04-24,-103.05,Grocer,GRS,Food,Groceries
T52165,769369632372,2025-04-05,-76.74,Grocer,GRS,Food,Groceries
T98559,746254453290,2025-04-03,-111.19,Grocer,GRS,Food,Groceries
T76686,208213679839,2025-04-24,-76.8,Grocer,GRS,Food,Groceries
T79662,746254453290,2025-04-08,-38.62,Restaurant,DIN,Food,Dining
T58797,746254453290,2025-04-19,-39.05,Restaurant,DIN,Food,Dining
T61668,208213679839,2025-04-12,-10.28,Restaurant,DIN,Food,Dining
T62097,746254453290,2025-04-23,-24.6,Restaurant,DIN,Food,Dining
T94820,769369632372,2025-04-20,-134.32,Pepco,UTL,Utilities,Pepco
T93867,208213679839,2025-04-12,-151.06,Verizon,UTL,Utilities,Verizon
T76107,208213679839,2025-05-15,1911.84,Employer,PAY,Income,Salary
T72807,208213679839,2025-05-29,2417.96,Employer,PAY,Income,Salary
T19094,208213679839,2025-05-02,-2343.0,LandlordRent,HOU,Housing,Rent
T28087,769369632372,2025-05-26,-65.09,Grocer,GRS,Food,Groceries
T77362,769369632372,2025-05-06,-27.69,Grocer,GRS,Food,Groceries
T41771,746254453290,2025-05-15,-58.31,Grocer,GRS,Food,Groceries
T67174,208213679839,2025-05-19,-94.38,Grocer,GRS,Food,Groceries
T91161,746254453290,2025-05-07,-70.28,Grocer,GRS,Food,Groceries
T36851,769369632372,2025-05-19,-68.7,Grocer,GRS,Food,Groceries
T71116,208213679839,2025-05-04,-37.1,Restaurant,DIN,Food,Dining
T42856,746254453290,2025-05-27,-38.79,Restaurant,DIN,Food,Dining
T05404,746254453290,2025-05-16,-21.1,Restaurant,DIN,Food,Dining
T68279,746254453290,2025-05-16,-14.03,Restaurant,DIN,Food,Dining
T42685,208213679839,2025-05-07,-55.98,Restaurant,DIN,Food,Dining
T97821,746254453290,2025-05-18,-86.89,Pepco,UTL,Utilities,Pepco
T72200,746254453290,2025-05-07,-151.39,Verizon,UTL,Utilities,Verizon
T76710,208213679839,2025-06-15,2668.37,Employer,PAY,Income,Salary
T58878,208213679839,2025-06-29,2194.53,Employer,PAY,Income,Salary
T88713,769369632372,2025-06-02,-1908.0,LandlordRent,HOU,Housing,Rent
T34117,746254453290,2025-06-03,-78.66,Grocer,GRS,Food,Groceries
T28432,769369632372,2025-06-26,-41.46,Grocer,GRS,Food,Groceries
T96111,746254453290,2025-06-10,-44.68,Grocer,GRS,Food,Groceries
T81193,208213679839,2025-06-17,-102.15,Grocer,GRS,Food,Groceries
T06753,769369632372,2025-06-03,-48.82,Grocer,GRS,Food,Groceries
T90142,769369632372,2025-06-16,-28.86,Grocer,GRS,Food,Groceries
T28440,208213679839,2025-06-15,-67.87,Grocer,GRS,Food,Groceries
T32811,746254453290,2025-06-17,-22.78,Grocer,GRS,Food,Groceries
T57878,746254453290,2025-06-04,-25.32,Grocer,GRS,Food,Groceries
T96638,208213679839,2025-06-24,-20.21,Restaurant,DIN,Food,Dining
T85339,208213679839,2025-06-04,-56.82,Restaurant,DIN,Food,Dining
T12412,746254453290,2025-06-20,-36.26,Restaurant,DIN,Food,Dining
T00865,208213679839,2025-06-11,-139.17,Pepco,UTL,Utilities,Pepco
T40580,208213679839,2025-06-14,-117.91,Verizon,UTL,Utilities,Verizon
T01961,208213679839,2025-07-15,2366.15,Employer,PAY,Income,Salary
T60094,769369632372,2025-07-29,2372.82,Employer,PAY,Income,Salary
T95017,208213679839,2025-07-02,-2075.0,LandlordRent,HOU,Housing,Rent
T74219,208213679839,2025-07-07,-51.51,Grocer,GRS,Food,Groceries
T41237,208213679839,2025-07-10,-25.43,Grocer,GRS,Food,Groceries
T53473,746254453290,2025-07-04,-68.12,Grocer,GRS,Food,Groceries
T03330,769369632372,2025-07-11,-41.83,Grocer,GRS,Food,Groceries
T25007,769369632372,2025-07-21,-91.05,Grocer,GRS,Food,Groceries
T89012,746254453290,2025-07-15,-24.65,Restaurant,DIN,Food,Dining
T72748,208213679839,2025-07-13,-48.64,Restaurant,DIN,Food,Dining
T13609,769369632372,2025-07-27,-59.68,Restaurant,DIN,Food,Dining
T16795,208213679839,2025-07-17,-40.66,Restaurant,DIN,Food,Dining
T63861,208213679839,2025-07-10,-53.14,Restaurant,DIN,Food,Dining
T30021,769369632372,2025-07-23,-55.99,Restaurant,DIN,Food,Dining
T28091,746254453290,2025-07-12,-23.42,Restaurant,DIN,Food,Dining
T32880,208213679839,2025-07-14,-164.41,Pepco,UTL,Utilities,Pepco
T33554,746254453290,2025-07-14,-172.5,Verizon,UTL,Utilities,Verizon
T31108,769369632372,2025-08-15,2128.73,Employer,PAY,Income,Salary
T66563,769369632372,2025-08-29,2754.81,Employer,PAY,Income,Salary
T19723,746254453290,2025-08-02,-2656.0,LandlordRent,HOU,Housing,Rent
T46618,746254453290,2025-08-22,-65.12,Grocer,GRS,Food,Groceries
T46297,769369632372,2025-08-18,-94.12,Grocer,GRS,Food,Groceries
T80216,769369632372,2025-08-21,-103.13,Grocer,GRS,Food,Groceries
T67823,746254453290,2025-08-19,-65.51,Grocer,GRS,Food,Groceries
T85330,746254453290,2025-08-04,-45.46,Grocer,GRS,Food,Groceries
T20446,746254453290,2025-08-03,-47.88,Grocer,GRS,Food,Groceries
T47808,746254453290,2025-08-15,-10.7,Restaurant,DIN,Food,Dining
T18898,208213679839,2025-08-03,-39.74,Restaurant,DIN,Food,Dining
T75454,208213679839,2025-08-24,-50.48,Restaurant,DIN,Food,Dining
T67908,208213679839,2025-08-24,-26.59,Restaurant,DIN,Food,Dining
T35621,769369632372,2025-08-08,-165.12,Pepco,UTL,Utilities,Pepco
T69760,208213679839,2025-08-09,-117.74,Verizon,UTL,Utilities,Verizon
T85391,769369632372,2025-09-15,2598.74,Employer,PAY,Income,Salary
T38834,769369632372,2025-09-29,2628.67,Employer,PAY,Income,Salary
T29327,208213679839,2025-09-02,-2641.0,LandlordRent,HOU,Housing,Rent
T55245,769369632372,2025-09-11,-24.52,Grocer,GRS,Food,Groceries
T31704,208213679839,2025-09-16,-98.23,Grocer,GRS,Food,Groceries
T73998,208213679839,2025-09-03,-103.07,Grocer,GRS,Food,Groceries
T31676,769369632372,2025-09-27,-82.53,Grocer,GRS,Food,Groceries
T78657,769369632372,2025-09-13,-42.68,Grocer,GRS,Food,Groceries
T70657,208213679839,2025-09-21,-30.93,Grocer,GRS,Food,Groceries
T08390,208213679839,2025-09-06,-29.81,Grocer,GRS,Food,Groceries
T67079,746254453290,2025-09-16,-55.79,Grocer,GRS,Food,Groceries
T39358,746254453290,2025-09-12,-107.83,Grocer,GRS,Food,Groceries
T32276,208213679839,2025-09-25,-11.69,Restaurant,DIN,Food,Dining
T00227,746254453290,2025-09-08,-40.05,Restaurant,DIN,Food,Dining
T49512,746254453290,2025-09-05,-52.24,Restaurant,DIN,Food,Dining
T36661,208213679839,2025-09-10,-27.3,Restaurant,DIN,Food,Dining
T77224,769369632372,2025-09-10,-53.93,Pepco,UTL,Utilities,Pepco
T78575,208213679839,2025-09-10,-132.47,Verizon,UTL,Utilities,Verizon
T72752,769369632372,2025-10-15,2972.47,Employer,PAY,Income,Salary
T09273,746254453290,2025-10-29,2296.82,Employer,PAY,Income,Salary
T40613,769369632372,2025-10-02,-1840.0,LandlordRent,HOU,Housing,Rent
T48837,769369632372,2025-10-11,-113.54,Grocer,GRS,Food,Groceries
T22545,746254453290,2025-10-22,-25.95,Grocer,GRS,Food,Groceries
T70010,746254453290,2025-10-17,-33.6,Grocer,GRS,Food,Groceries
T42800,769369632372,2025-10-07,-116.31,Grocer,GRS,Food,Groceries
T82869,769369632372,2025-10-12,-105.21,Grocer,GRS,Food,Groceries
T47022,769369632372,2025-10-27,-15.45,Restaurant,DIN,Food,Dining
T69867,746254453290,2025-10-12,-21.69,Restaurant,DIN,Food,Dining
T32295,769369632372,2025-10-07,-49.86,Restaurant,DIN,Food,Dining
T99032,208213679839,2025-10-20,-40.61,Restaurant,DIN,Food,Dining
T68469,769369632372,2025-10-16,-38.02,Restaurant,DIN,Food,Dining
T30463,208213679839,2025-10-14,-155.68,Pepco,UTL,Utilities,Pepco
T35166,769369632372,2025-10-12,-144.27,Verizon,UTL,Utilities,Verizon
T46826,895705036270,2024-11-15,2398.47,Employer,PAY,Income,Salary
T07288,229494622814,2024-11-29,2067.3,Employer,PAY,Income,Salary
T63338,895705036270,2024-11-02,-2003.0,LandlordRent,HOU,Housing,Rent
T57205,471189130314,2024-11-10,-43.26,Grocer,GRS,Food,Groceries
T41386,471189130314,2024-11-10,-56.02,Grocer,GRS,Food,Groceries
T50430,229494622814,2024-11-16,-72.25,Grocer,GRS,Food,Groceries
T75023,471189130314,2024-11-16,-20.12,Grocer,GRS,Food,Groceries
T94905,229494622814,2024-11-12,-119.67,Grocer,GRS,Food,Groceries
T53996,895705036270,2024-11-20,-42.67,Restaurant,DIN,Food,Dining
T88148,471189130314,2024-11-15,-36.47,Restaurant,DIN,Food,Dining
T22995,471189130314,2024-11-12,-15.66,Restaurant,DIN,Food,Dining
T77445,895705036270,2024-11-25,-48.74,Restaurant,DIN,Food,Dining
T61240,471189130314,2024-11-17,-44.02,Restaurant,DIN,Food,Dining
T50837,229494622814,2024-11-19,-14.0,Restaurant,DIN,Food,Dining
T39795,471189130314,2024-11-11,-136.5,Pepco,UTL,Utilities,Pepco
T55530,471189130314,2024-11-14,-118.48,Verizon,UTL,Utilities,Verizon
T41423,229494622814,2024-12-15,2402.9,Employer,PAY,Income,Salary
T84940,895705036270,2024-12-29,2711.11,Employer,PAY,Income,Salary
T08991,229494622814,2024-12-02,-2642.0,LandlordRent,HOU,Housing,Rent
T35949,895705036270,2024-12-13,-96.16,Grocer,GRS,Food,Groceries
T21169,229494622814,2024-12-09,-48.05,Grocer,GRS,Food,Groceries
T61025,895705036270,2024-12-15,-72.85,Grocer,GRS,Food,Groceries
T46887,471189130314,2024-12-16,-24.14,Grocer,GRS,Food,Groceries
T57021,471189130314,2024-12-08,-42.17,Grocer,GRS,Food,Groceries
T52853,895705036270,2024-12-14,-66.75,Grocer,GRS,Food,Groceries
T38485,895705036270,2024-12-21,-27.44,Grocer,GRS,Food,Groceries
T05676,895705036270,2024-12-19,-78.59,Grocer,GRS,Food,Groceries
T87236,229494622814,2024-12-05,-20.34,Restaurant,DIN,Food,Dining
T86439,895705036270,2024-12-09,-47.32,Restaurant,DIN,Food,Dining
T91780,895705036270,2024-12-13,-11.59,Restaurant,DIN,Food,Dining
T92081,471189130314,2024-12-19,-170.91,Pepco,UTL,Utilities,Pepco
T39991,895705036270,2024-12-17,-92.81,Verizon,UTL,Utilities,Verizon
T10027,229494622814,2025-01-15,2508.17,Employer,PAY,Income,Salary
T19897,471189130314,2025-01-29,2258.16,Employer,PAY,Income,Salary
T03749,229494622814,2025-01-02,-2017.0,LandlordRent,HOU,Housing,Rent
T89526,229494622814,2025-01-24,-73.41,Grocer,GRS,Food,Groceries
T62638,895705036270,2025-01-27,-78.18,Grocer,GRS,Food,Groceries
T05939,471189130314,2025-01-05,-33.87,Grocer,GRS,Food,Groceries
T86387,229494622814,2025-01-03,-57.64,Grocer,GRS,Food,Groceries
T46765,229494622814,2025-01-13,-76.36,Grocer,GRS,Food,Groceries
T94348,895705036270,2025-01-23,-82.74,Grocer,GRS,Food,Groceries
T78303,229494622814,2025-01-15,-98.8,Grocer,GRS,Food,Groceries
T01930,471189130314,2025-01-15,-75.15,Grocer,GRS,Food,Groceries
T89173,229494622814,2025-01-06,-44.66,Grocer,GRS,Food,Groceries
T66729,471189130314,2025-01-05,-18.28,Restaurant,DIN,Food,Dining
T53925,895705036270,2025-01-06,-43.8,Restaurant,DIN,Food,Dining
T44092,895705036270,2025-01-19,-35.59,Restaurant,DIN,Food,Dining
T98431,895705036270,2025-01-20,-42.38,Restaurant,DIN,Food,Dining
T29878,229494622814,2025-01-10,-30.56,Restaurant,DIN,Food,Dining
T66536,895705036270,2025-01-10,-64.69,Pepco,UTL,Utilities,Pepco
T17831,471189130314,2025-01-08,-92.85,Verizon,UTL,Utilities,Verizon
T20983,895705036270,2025-02-15,2705.6,Employer,PAY,Income,Salary
T31692,229494622814,2025-03-01,2057.88,Employer,PAY,Income,Salary
T90375,229494622814,2025-02-02,-2279.0,LandlordRent,HOU,Housing,Rent
T46808,895705036270,2025-02-27,-20.84,Grocer,GRS,Food,Groceries
T69144,471189130314,2025-02-16,-52.46,Grocer,GRS,Food,Groceries
T26468,229494622814,2025-02-03,-60.66,Grocer,GRS,Food,Groceries
T05010,229494622814,2025-02-20,-116.44,Grocer,GRS,Food,Groceries
T48993,471189130314,2025-02-19,-77.04,Grocer,GRS,Food,Groceries
T35635,895705036270,2025-02-08,-84.91,Grocer,GRS,Food,Groceries
T28582,895705036270,2025-02-07,-58.65,Restaurant,DIN,Food,Dining
T48348,895705036270,2025-02-24,-52.27,Restaurant,DIN,Food,Dining
T42724,229494622814,2025-02-08,-41.63,Restaurant,DIN,Food,Dining
T61290,229494622814,2025-02-26,-55.56,Restaurant,DIN,Food,Dining
T48190,229494622814,2025-02-10,-59.29,Restaurant,DIN,Food,Dining
T00762,471189130314,2025-02-22,-35.88,Restaurant,DIN,Food,Dining
T80999,229494622814,2025-02-16,-50.97,Restaurant,DIN,Food,Dining
T56160,895705036270,2025-02-14,-113.88,Pepco,UTL,Utilities,Pepco
T43038,229494622814,2025-02-09,-53.6,Verizon,UTL,Utilities,Verizon
T20017,471189130314,2025-03-15,2517.33,Employer,PAY,Income,Salary
T28958,471189130314,2025-03-29,2236.01,Employer,PAY,Income,Salary
T07278,229494622814,2025-03-02,-2174.0,LandlordRent,HOU,Housing,Rent
T41235,471189130314,2025-03-14,-97.97,Grocer,GRS,Food,Groceries
T40997,895705036270,2025-03-26,-71.49,Grocer,GRS,Food,Groceries
T16293,471189130314,2025-03-07,-69.96,Grocer,GRS,Food,Groceries
T26299,229494622814,2025-03-07,-99.35,Grocer,GRS,Food,Groceries
T10476,471189130314,2025-03-09,-25.34,Grocer,GRS,Food,Groceries
T55762,229494622814,2025-03-16,-50.33,Grocer,GRS,Food,Groceries
T04221,229494622814,2025-03-18,-95.3,Grocer,GRS,Food,Groceries
T65582,895705036270,2025-03-18,-77.31,Grocer,GRS,Food,Groceries
T82759,229494622814,2025-03-05,-84.2,Grocer,GRS,Food,Groceries
T36282,229494622814,2025-03-19,-40.65,Restaurant,DIN,Food,Dining
T50713,895705036270,2025-03-23,-48.25,Restaurant,DIN,Food,Dining
T97137,229494622814,2025-03-09,-10.75,Restaurant,DIN,Food,Dining
T34480,471189130314,2025-03-20,-153.31,Pepco,UTL,Utilities,Pepco
T43359,229494622814,2025-03-15,-139.97,Verizon,UTL,Utilities,Verizon
T60289,895705036270,2025-04-15,2611.21,Employer,PAY,Income,Salary
T99559,471189130314,2025-04-29,2458.78,Employer,PAY,Income,Salary
T51893,229494622814,2025-04-02,-2796.0,LandlordRent,HOU,Housing,Rent
T07659,229494622814,2025-04-14,-69.81,Grocer,GRS,Food,Groceries
T88754,895705036270,2025-04-22,-53.84,Grocer,GRS,Food,Groceries
T28792,229494622814,2025-04-10,-34.83,Grocer,GRS,Food,Groceries
T76633,895705036270,2025-04-06,-99.36,Grocer,GRS,Food,Groceries
T07566,471189130314,2025-04-09,-112.93,Grocer,GRS,Food,Groceries
T34132,895705036270,2025-04-27,-47.83,Grocer,GRS,Food,Groceries
T57941,471189130314,2025-04-15,-14.66,Restaurant,DIN,Food,Dining
T93216,229494622814,2025-04-23,-47.53,Restaurant,DIN,Food,Dining
T73281,471189130314,2025-04-10,-48.38,Restaurant,DIN,Food,Dining
T03183,895705036270,2025-04-10,-16.18,Restaurant,DIN,Food,Dining
T51367,895705036270,2025-04-11,-114.56,Pepco,UTL,Utilities,Pepco
T77395,471189130314,2025-04-07,-51.03,Verizon,UTL,Utilities,Verizon
T38590,471189130314,2025-05-15,1998.49,Employer,PAY,Income,Salary
T10816,471189130314,2025-05-29,3048.61,Employer,PAY,Income,Salary
T06602,471189130314,2025-05-02,-2287.0,LandlordRent,HOU,Housing,Rent
T36444,895705036270,2025-05-08,-119.71,Grocer,GRS,Food,Groceries
